	eco	name	fen	moves	pgn
275	D34	Tarrasch Defense: Classical Variation, Classical Tarrasch Gambit	r1bq1rk1/pp2bppp/2n2n2/2P5/3p4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d4c5 d5d4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. d4 c5 18. d5 d4 
276	D34	Tarrasch Defense: Classical Variation, Endgame Variation	r2q1rk1/pp2bppp/2n1bn2/2pp2B1/3P4/2N2NP1/PP2PPBP/R2Q1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c8e6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 18. c8 e6 
277	D34	Tarrasch Defense: Classical Variation, Main Line	r1bqr1k1/pp2bpp1/2n2n1p/3p4/3N4/2N1B1P1/PP2PPBP/R2Q1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 h7h6 g5e3 f8e8	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 18. c5 d4 19. f3 d4 20. h7 h6 21. g5 e3 22. f8 e8 
278	D34	Tarrasch Defense: Classical Variation, Petursson Variation	r1bqr1k1/pp2bppp/2n2n2/3p2B1/3N4/2N3P1/PP2PPBP/R2Q1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 f8e8	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 18. c5 d4 19. f3 d4 20. f8 e8 
279	D34	Tarrasch Defense: Classical Variation	r1bq1rk1/pp2bppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 
280	D34	Tarrasch Defense: Classical Variation, Réti Variation	r1bq1rk1/pp3ppp/2n2n2/2bp4/N7/5NP1/PP2PPBP/R1BQ1RK1 b - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d4c5 e7c5 c3a4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. d4 c5 18. e7 c5 19. c3 a4 
281	D34	Tarrasch Defense: Classical Variation, Spassky Variation	r2q1rk1/pp2bpp1/2n2n1p/3p4/3N2b1/2N1B1P1/PP2PPBP/R2Q1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 h7h6 g5e3 c8g4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 18. c5 d4 19. f3 d4 20. h7 h6 21. g5 e3 22. c8 g4 
282	D34	Tarrasch Defense: Prague Variation, Main Line	r1bqk2r/pp2bppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 
283	D35	Queen's Gambit Declined: Exchange, Chameleon Variation	r1bqrnk1/ppp1bppp/5n2/3p2B1/3P4/2NBP3/PPQ1NPPP/2KR3R b - -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5 f8e7 e2e3 e8g8 f1d3 b8d7 d1c2 f8e8 g1e2 d7f8 e1c1	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c4 d5 8. e6 d5 9. c1 g5 10. f8 e7 11. e2 e3 12. e8 g8 13. f1 d3 14. b8 d7 15. d1 c2 16. f8 e8 17. g1 e2 18. d7 f8 19. e1 c1 
284	D35	Queen's Gambit Declined: Exchange Variation, Positional Variation	rnbqkb1r/pp3ppp/2p2n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5 c7c6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c4 d5 8. e6 d5 9. c1 g5 10. c7 c6 
285	D35	Queen's Gambit Declined: Exchange Variation, Positional Variation	rnbqkb1r/ppp2ppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c4 d5 8. e6 d5 9. c1 g5 
286	D35	Queen's Gambit Declined: Exchange Variation	rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c4 d5 
287	D35	Queen's Gambit Declined: Exchange Variation, Sämisch Variation	r1bqkb1r/pppn1ppp/5n2/3p4/3P1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7 c4d5 e6d5 c1f4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. b8 d7 9. c4 d5 10. e6 d5 11. c1 f4 
288	D35	Queen's Gambit Declined: Harrwitz Attack	rnbqkb1r/ppp2ppp/4pn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1f4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 f4 
289	D35	Queen's Gambit Declined: Normal Defense	rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 
290	D36	Queen's Gambit Declined: Exchange Variation, Reshevsky Variation	rnbqkb1r/pp3ppp/2p2n2/3p2B1/3P4/2N5/PPQ1PPPP/R3KBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5 c7c6 d1c2	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c4 d5 8. e6 d5 9. c1 g5 10. c7 c6 11. d1 c2 
291	D37	Queen's Gambit Declined: Barmen Variation	r1bqkb1r/pppn1ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. b8 d7 
292	D37	Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense	rnbq1rk1/p1p1bppp/1p2pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1f4 e8g8 e2e3 b7b6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. g1 f3 8. g8 f6 9. c1 f4 10. e8 g8 11. e2 e3 12. b7 b6 
293	D37	Queen's Gambit Declined: Harrwitz Attack, Main Line	rnbq1rk1/pp3ppp/4pn2/2bp4/2P2B2/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 f4 10. e8 g8 11. e2 e3 12. c7 c5 13. d4 c5 14. e7 c5 
294	D37	Queen's Gambit Declined: Harrwitz Attack, Orthodox Defense	rnbq1rk1/pp2bppp/2p1pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 c7c6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. g1 f3 8. f8 e7 9. c1 f4 10. e8 g8 11. e2 e3 12. c7 c6 
295	D37	Queen's Gambit Declined: Harrwitz Attack	r1b2rk1/pp3ppp/2n1pn2/q1bp4/2P2B2/P1N1PN2/1PQ2PPP/2KR1B1R b - -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 d1c2 b8c6 a2a3 d8a5 e1c1	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 f4 10. e8 g8 11. e2 e3 12. c7 c5 13. d4 c5 14. e7 c5 15. d1 c2 16. b8 c6 17. a2 a3 18. d8 a5 19. e1 c1 
296	D37	Queen's Gambit Declined: Harrwitz Attack	r1b2rk1/pp3ppp/2n1pn2/q1bp4/2P2B2/P1N1PN2/1PQ2PPP/3RKB1R b K -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 d1c2 b8c6 a1d1 d8a5 a2a3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 f4 10. e8 g8 11. e2 e3 12. c7 c5 13. d4 c5 14. e7 c5 15. d1 c2 16. b8 c6 17. a1 d1 18. d8 a5 19. a2 a3 
297	D37	Queen's Gambit Declined: Harrwitz Attack	rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 f4 
298	D37	Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line	r1bq1rk1/pppnbppp/4pn2/2Pp4/3P1B2/2N1PN2/PP3PPP/R2QKB1R b KQ -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 g1f3 f8e7 c1f4 e8g8 e2e3 b8d7 c4c5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. g1 f3 8. f8 e7 9. c1 f4 10. e8 g8 11. e2 e3 12. b8 d7 13. c4 c5 
299	D37	Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense	r1bq1rk1/pppnbppp/4pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 b8d7	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 f4 10. e8 g8 11. e2 e3 12. b8 d7 
300	D37	Queen's Gambit Declined: Knight Defense, Alekhine Gambit	r1bqkb1r/pppn1pp1/4pn1p/8/2pP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7 c1g5 h7h6 g5h4 d5c4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. b8 d7 9. c1 g5 10. h7 h6 11. g5 h4 12. d5 c4 
301	D37	Queen's Gambit Declined: Miles Variation	rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PPQ1PPPP/R3KB1R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 d1c2	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. d1 c2 
302	D37	Queen's Gambit Declined: Three Knights Variation	rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 
303	D37	Queen's Gambit Declined: Vienna Variation, Quiet Variation	rnbqkb1r/ppp2ppp/4pn2/8/2pP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 d5c4 e2e3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. d5 c4 9. e2 e3 
304	D37	Queen's Gambit Declined: Vienna Variation	rnbqkb1r/ppp2ppp/4pn2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 d5c4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. d5 c4 
305	D38	Queen's Gambit Declined: Ragozin Defense, Alekhine Variation	rnbqk2r/ppp2ppp/4pn2/3p4/QbPP4/2N2N2/PP2PPPP/R1B1KB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 d1a4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 b4 9. d1 a4 
306	D38	Queen's Gambit Declined: Ragozin Defense	rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 b4 
307	D38	Queen's Gambit Declined: Westphalian Variation	r1bqk2r/pp1n1ppp/4pn2/2pp2B1/1bPP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 c1g5 b8d7 e2e3 c7c5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 b4 9. c1 g5 10. b8 d7 11. e2 e3 12. c7 c5 
308	D39	Queen's Gambit Declined: Ragozin Defense, Vienna Variation	rnbqk2r/ppp2ppp/4pn2/6B1/1bpP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 c1g5 d5c4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 b4 9. c1 g5 10. d5 c4 
309	D40	Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation	rnbqkb1r/pp3ppp/4pn2/2pp2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c1g5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. g1 f3 8. c7 c5 9. c1 g5 
310	D40	Queen's Gambit Declined: Semi-Tarrasch Defense	rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. c7 c5 
311	D40	Queen's Gambit Declined: Semi-Tarrasch Defense, Symmetrical Variation	r1bq1rk1/pp3ppp/2nbpn2/2pp4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 w - -	c2c4 g8f6 b1c3 e7e6 g1f3 d7d5 e2e3 c7c5 d2d4 b8c6 f1d3 f8d6 e1g1 e8g8	1. c2 c4 2. g8 f6 3. b1 c3 4. e7 e6 5. g1 f3 6. d7 d5 7. e2 e3 8. c7 c5 9. d2 d4 10. b8 c6 11. f1 d3 12. f8 d6 13. e1 g1 14. e8 g8 
312	D40	Queen's Gambit Declined: Semi-Tarrasch, Levenfish Variation	r1b2rk1/pp2qppp/2n1pn2/2bp4/2P1P3/2NB1N2/PP2QPPP/R1B2RK1 b - -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 e2e3 b8c6 f1d3 f8d6 e1g1 e8g8 d1e2 d8e7 d4c5 d6c5 e3e4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. g1 f3 8. c7 c5 9. e2 e3 10. b8 c6 11. f1 d3 12. f8 d6 13. e1 g1 14. e8 g8 15. d1 e2 16. d8 e7 17. d4 c5 18. d6 c5 19. e3 e4 
313	D41	Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation	rnbqkb1r/pp3ppp/4p3/2pn4/3PP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5 f6d5 e2e4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. c7 c5 9. c4 d5 10. f6 d5 11. e2 e4 
314	D41	Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation	rnbqkb1r/pp3ppp/4p3/2pn4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5 f6d5 e2e3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. c7 c5 9. c4 d5 10. f6 d5 11. e2 e3 
315	D41	Queen's Gambit Declined: Semi-Tarrasch, Kmoch Variation	rnbq1rk1/pp3ppp/4p3/1B6/3PP3/5N2/P2Q1PPP/R3K2R b KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c4d5 f6d5 e2e4 d5c3 b2c3 c5d4 c3d4 f8b4 c1d2 b4d2 d1d2 e8g8 f1b5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. g1 f3 8. c7 c5 9. c4 d5 10. f6 d5 11. e2 e4 12. d5 c3 13. b2 c3 14. c5 d4 15. c3 d4 16. f8 b4 17. c1 d2 18. b4 d2 19. d1 d2 20. e8 g8 21. f1 b5 
316	D41	Queen's Gambit Declined: Semi-Tarrasch	rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. c7 c5 9. c4 d5 
317	D41	Queen's Gambit Declined: Semi-Tarrasch, San Sebastian Variation	rnb1k2r/pp3ppp/4p3/q7/1b1PP3/5N2/P2B1PPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 f6d5 e2e4 d5c3 b2c3 c7c5 g1f3 c5d4 c3d4 f8b4 c1d2 d8a5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c4 d5 8. f6 d5 9. e2 e4 10. d5 c3 11. b2 c3 12. c7 c5 13. g1 f3 14. c5 d4 15. c3 d4 16. f8 b4 17. c1 d2 18. d8 a5 
318	D42	Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line	r1bqkb1r/pp3ppp/2n1p3/2pn4/3P4/2NBPN2/PP3PPP/R1BQK2R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5 f6d5 e2e3 b8c6 f1d3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. c7 c5 9. c4 d5 10. f6 d5 11. e2 e3 12. b8 c6 13. f1 d3 
319	D43	Queen's Gambit Declined: Hastings Variation	rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/1QN2N2/PP2PPPP/R3KB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 h7h6 g5f6 d8f6 d1b3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. h7 h6 11. g5 f6 12. d8 f6 13. d1 b3 
320	D43	Semi-Slav Defense: Anti-Moscow Gambit	rnbqkb1r/pp3pp1/2p1pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 h7h6 g5h4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. h7 h6 11. g5 h4 
321	D43	Semi-Slav Defense	rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 
322	D44	Semi-Slav Defense Accepted	rnbqkb1r/pp3ppp/2p1pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. d5 c4 
323	D44	Semi-Slav Defense: Botvinnik System, Alatortsev System	rnbqkb1r/p4p2/2p1p2p/1p1nP1N1/2pP3B/2N5/PP3PPP/R2QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 f6d5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. c7 c6 9. c1 g5 10. d5 c4 11. e2 e4 12. b7 b5 13. e4 e5 14. h7 h6 15. g5 h4 16. g7 g5 17. f3 g5 18. f6 d5 
324	D44	Semi-Slav Defense: Botvinnik System, Ekstrom Variation	rnbqkb1r/p4p2/2p1pP1p/1p2N3/2pP3p/2N5/PP3PPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 e5f6 g5h4 f3e5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. d5 c4 11. e2 e4 12. b7 b5 13. e4 e5 14. h7 h6 15. g5 h4 16. g7 g5 17. e5 f6 18. g5 h4 19. f3 e5 
325	D44	Semi-Slav Defense: Botvinnik System, Lilienthal Variation	r1bqkb1r/p2n1p2/2p1pn2/1p2P1B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 h6g5 h4g5 b8d7 g2g3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. d5 c4 11. e2 e4 12. b7 b5 13. e4 e5 14. h7 h6 15. g5 h4 16. g7 g5 17. f3 g5 18. h6 g5 19. h4 g5 20. b8 d7 21. g2 g3 
326	D44	Semi-Slav Defense: Botvinnik System	rnbqkb1r/p4p2/2p1pn1p/1p2P1N1/2pP3B/2N5/PP3PPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. d5 c4 11. e2 e4 12. b7 b5 13. e4 e5 14. h7 h6 15. g5 h4 16. g7 g5 17. f3 g5 
